brickname,ra,dec,ra1,ra2,dec1,dec2
2211m032,221.18219749652295,-3.25,221.05702364394995,221.307371349096,-3.375,-3.125
2211m035,221.18219749652295,-3.5,221.05702364394995,221.307371349096,-3.625,-3.375
2211p000,221.125,0,221,221.25,-0.125,0.125
2211p002,221.125,0.25,221,221.25,0.125,0.375
2211p005,221.125,0.5,221,221.25,0.375,0.625
2211p007,221.125,0.75,221,221.25,0.625,0.875
2211p010,221.125,1,221,221.25,0.875,1.125
2211p012,221.125,1.25,221,221.25,1.125,1.375
2211p015,221.125,1.5,221,221.25,1.375,1.625
2211p017,221.125,1.75,221,221.25,1.625,1.875
2211p020,221.125,2,221,221.25,1.875,2.125
2211p022,221.125,2.25,221,221.25,2.125,2.375
2211p025,221.125,2.5,221,221.25,2.375,2.625
2211p027,221.125,2.75,221,221.25,2.625,2.875
2211p030,221.125,3,221,221.25,2.875,3.125
2211p032,221.18219749652295,3.25,221.05702364394995,221.307371349096,3.125,3.375
2211p035,221.18219749652295,3.5,221.05702364394995,221.307371349096,3.375,3.625
2213m002,221.375,-0.25,221.25,221.5,-0.375,-0.125
2213m005,221.375,-0.5,221.25,221.5,-0.625,-0.375
2213m007,221.375,-0.75,221.25,221.5,-0.875,-0.625
2213m010,221.375,-1,221.25,221.5,-1.125,-0.875
2213m012,221.375,-1.25,221.25,221.5,-1.375,-1.125
2213m015,221.375,-1.5,221.25,221.5,-1.625,-1.375
2213m017,221.375,-1.75,221.25,221.5,-1.875,-1.625
2213m020,221.375,-2,221.25,221.5,-2.125,-1.875
2213m022,221.375,-2.25,221.25,221.5,-2.375,-2.125
2213m025,221.375,-2.5,221.25,221.5,-2.625,-2.375
2213m027,221.375,-2.75,221.25,221.5,-2.875,-2.625
2213m030,221.375,-3,221.25,221.5,-3.125,-2.875
2213p000,221.375,0,221.25,221.5,-0.125,0.125
2213p002,221.375,0.25,221.25,221.5,0.125,0.375
2213p005,221.375,0.5,221.25,221.5,0.375,0.625
2213p007,221.375,0.75,221.25,221.5,0.625,0.875
2213p010,221.375,1,221.25,221.5,0.875,1.125
2213p012,221.375,1.25,221.25,221.5,1.125,1.375
2213p015,221.375,1.5,221.25,221.5,1.375,1.625
2213p017,221.375,1.75,221.25,221.5,1.625,1.875
2213p020,221.375,2,221.25,221.5,1.875,2.125
2213p022,221.375,2.25,221.25,221.5,2.125,2.375
2213p025,221.375,2.5,221.25,221.5,2.375,2.625
2213p027,221.375,2.75,221.25,221.5,2.625,2.875
2213p030,221.375,3,221.25,221.5,2.875,3.125
2214m032,221.43254520166897,-3.25,221.307371349096,221.55771905424194,-3.375,-3.125
2214m035,221.43254520166897,-3.5,221.307371349096,221.55771905424194,-3.625,-3.375
2214p032,221.43254520166897,3.25,221.307371349096,221.55771905424194,3.125,3.375
2214p035,221.43254520166897,3.5,221.307371349096,221.55771905424194,3.375,3.625
2216m002,221.625,-0.25,221.5,221.75,-0.375,-0.125
2216m005,221.625,-0.5,221.5,221.75,-0.625,-0.375
2216m007,221.625,-0.75,221.5,221.75,-0.875,-0.625
2216m010,221.625,-1,221.5,221.75,-1.125,-0.875
2216m012,221.625,-1.25,221.5,221.75,-1.375,-1.125
2216m015,221.625,-1.5,221.5,221.75,-1.625,-1.375
2216m017,221.625,-1.75,221.5,221.75,-1.875,-1.625
2216m020,221.625,-2,221.5,221.75,-2.125,-1.875
2216m022,221.625,-2.25,221.5,221.75,-2.375,-2.125
2216m025,221.625,-2.5,221.5,221.75,-2.625,-2.375
2216m027,221.625,-2.75,221.5,221.75,-2.875,-2.625
2216m030,221.625,-3,221.5,221.75,-3.125,-2.875
2216m032,221.68289290681503,-3.25,221.55771905424194,221.8080667593881,-3.375,-3.125
2216m035,221.68289290681503,-3.5,221.55771905424194,221.8080667593881,-3.625,-3.375
2216p000,221.625,0,221.5,221.75,-0.125,0.125
2216p002,221.625,0.25,221.5,221.75,0.125,0.375
2216p005,221.625,0.5,221.5,221.75,0.375,0.625
2216p007,221.625,0.75,221.5,221.75,0.625,0.875
2216p010,221.625,1,221.5,221.75,0.875,1.125
2216p012,221.625,1.25,221.5,221.75,1.125,1.375
2216p015,221.625,1.5,221.5,221.75,1.375,1.625
2216p017,221.625,1.75,221.5,221.75,1.625,1.875
2216p020,221.625,2,221.5,221.75,1.875,2.125
2216p022,221.625,2.25,221.5,221.75,2.125,2.375
2216p025,221.625,2.5,221.5,221.75,2.375,2.625
2216p027,221.625,2.75,221.5,221.75,2.625,2.875
2216p030,221.625,3,221.5,221.75,2.875,3.125
2216p032,221.68289290681503,3.25,221.55771905424194,221.8080667593881,3.125,3.375
2216p035,221.68289290681503,3.5,221.55771905424194,221.8080667593881,3.375,3.625
2218m002,221.875,-0.25,221.75,222,-0.375,-0.125
2218m005,221.875,-0.5,221.75,222,-0.625,-0.375
2218m007,221.875,-0.75,221.75,222,-0.875,-0.625
2218m010,221.875,-1,221.75,222,-1.125,-0.875
2218m012,221.875,-1.25,221.75,222,-1.375,-1.125
2218m015,221.875,-1.5,221.75,222,-1.625,-1.375
2218m017,221.875,-1.75,221.75,222,-1.875,-1.625
2218m020,221.875,-2,221.75,222,-2.125,-1.875
2218m022,221.875,-2.25,221.75,222,-2.375,-2.125
2218m025,221.875,-2.5,221.75,222,-2.625,-2.375
2218m027,221.875,-2.75,221.75,222,-2.875,-2.625
2218m030,221.875,-3,221.75,222,-3.125,-2.875
2218p000,221.875,0,221.75,222,-0.125,0.125
2218p002,221.875,0.25,221.75,222,0.125,0.375
2218p005,221.875,0.5,221.75,222,0.375,0.625
2218p007,221.875,0.75,221.75,222,0.625,0.875
2218p010,221.875,1,221.75,222,0.875,1.125
2218p012,221.875,1.25,221.75,222,1.125,1.375
2218p015,221.875,1.5,221.75,222,1.375,1.625
2218p017,221.875,1.75,221.75,222,1.625,1.875
2218p020,221.875,2,221.75,222,1.875,2.125
2218p022,221.875,2.25,221.75,222,2.125,2.375
2218p025,221.875,2.5,221.75,222,2.375,2.625
2218p027,221.875,2.75,221.75,222,2.625,2.875
2218p030,221.875,3,221.75,222,2.875,3.125
2219m032,221.93324061196105,-3.25,221.808066759388,222.05841446453405,-3.375,-3.125
2219m035,221.93324061196105,-3.5,221.808066759388,222.05841446453405,-3.625,-3.375
2219p032,221.93324061196105,3.25,221.808066759388,222.05841446453405,3.125,3.375
2219p035,221.93324061196105,3.5,221.808066759388,222.05841446453405,3.375,3.625
2221m002,222.125,-0.25,222,222.25,-0.375,-0.125
2221m005,222.125,-0.5,222,222.25,-0.625,-0.375
2221m007,222.125,-0.75,222,222.25,-0.875,-0.625
2221m010,222.125,-1,222,222.25,-1.125,-0.875
2221m012,222.125,-1.25,222,222.25,-1.375,-1.125
2221m015,222.125,-1.5,222,222.25,-1.625,-1.375
2221m017,222.125,-1.75,222,222.25,-1.875,-1.625
2221m020,222.125,-2,222,222.25,-2.125,-1.875
2221m022,222.125,-2.25,222,222.25,-2.375,-2.125
2221m025,222.125,-2.5,222,222.25,-2.625,-2.375
2221m027,222.125,-2.75,222,222.25,-2.875,-2.625
2221m030,222.125,-3,222,222.25,-3.125,-2.875
2221m032,222.18358831710708,-3.25,222.05841446453405,222.3087621696801,-3.375,-3.125
2221m035,222.18358831710708,-3.5,222.05841446453405,222.3087621696801,-3.625,-3.375
2221p000,222.125,0,222,222.25,-0.125,0.125
2221p002,222.125,0.25,222,222.25,0.125,0.375
2221p005,222.125,0.5,222,222.25,0.375,0.625
2221p007,222.125,0.75,222,222.25,0.625,0.875
2221p010,222.125,1,222,222.25,0.875,1.125
2221p012,222.125,1.25,222,222.25,1.125,1.375
2221p015,222.125,1.5,222,222.25,1.375,1.625
2221p017,222.125,1.75,222,222.25,1.625,1.875
2221p020,222.125,2,222,222.25,1.875,2.125
2221p022,222.125,2.25,222,222.25,2.125,2.375
2221p025,222.125,2.5,222,222.25,2.375,2.625
2221p027,222.125,2.75,222,222.25,2.625,2.875
2221p030,222.125,3,222,222.25,2.875,3.125
2221p032,222.18358831710708,3.25,222.05841446453405,222.3087621696801,3.125,3.375
2221p035,222.18358831710708,3.5,222.05841446453405,222.3087621696801,3.375,3.625
2223m002,222.375,-0.25,222.25,222.5,-0.375,-0.125
2223m005,222.375,-0.5,222.25,222.5,-0.625,-0.375
2223m007,222.375,-0.75,222.25,222.5,-0.875,-0.625
2223m010,222.375,-1,222.25,222.5,-1.125,-0.875
2223m012,222.375,-1.25,222.25,222.5,-1.375,-1.125
2223m015,222.375,-1.5,222.25,222.5,-1.625,-1.375
2223m017,222.375,-1.75,222.25,222.5,-1.875,-1.625
2223m020,222.375,-2,222.25,222.5,-2.125,-1.875
2223m022,222.375,-2.25,222.25,222.5,-2.375,-2.125
2223m025,222.375,-2.5,222.25,222.5,-2.625,-2.375
2223m027,222.375,-2.75,222.25,222.5,-2.875,-2.625
2223m030,222.375,-3,222.25,222.5,-3.125,-2.875
2223p000,222.375,0,222.25,222.5,-0.125,0.125
2223p002,222.375,0.25,222.25,222.5,0.125,0.375
2223p005,222.375,0.5,222.25,222.5,0.375,0.625
2223p007,222.375,0.75,222.25,222.5,0.625,0.875
2223p010,222.375,1,222.25,222.5,0.875,1.125
2223p012,222.375,1.25,222.25,222.5,1.125,1.375
2223p015,222.375,1.5,222.25,222.5,1.375,1.625
2223p017,222.375,1.75,222.25,222.5,1.625,1.875
2223p020,222.375,2,222.25,222.5,1.875,2.125
2223p022,222.375,2.25,222.25,222.5,2.125,2.375
2223p025,222.375,2.5,222.25,222.5,2.375,2.625
2223p027,222.375,2.75,222.25,222.5,2.625,2.875
2223p030,222.375,3,222.25,222.5,2.875,3.125
2224m032,222.43393602225314,-3.25,222.3087621696801,222.55910987482616,-3.375,-3.125
2224m035,222.43393602225314,-3.5,222.3087621696801,222.55910987482616,-3.625,-3.375
2224p032,222.43393602225314,3.25,222.3087621696801,222.55910987482616,3.125,3.375
2224p035,222.43393602225314,3.5,222.3087621696801,222.55910987482616,3.375,3.625
2226m002,222.625,-0.25,222.5,222.75,-0.375,-0.125
2226m005,222.625,-0.5,222.5,222.75,-0.625,-0.375
2226m007,222.625,-0.75,222.5,222.75,-0.875,-0.625
2226m010,222.625,-1,222.5,222.75,-1.125,-0.875
2226m012,222.625,-1.25,222.5,222.75,-1.375,-1.125
2226m015,222.625,-1.5,222.5,222.75,-1.625,-1.375
2226m017,222.625,-1.75,222.5,222.75,-1.875,-1.625
2226m020,222.625,-2,222.5,222.75,-2.125,-1.875
2226m022,222.625,-2.25,222.5,222.75,-2.375,-2.125
2226m025,222.625,-2.5,222.5,222.75,-2.625,-2.375
2226m027,222.625,-2.75,222.5,222.75,-2.875,-2.625
2226m030,222.625,-3,222.5,222.75,-3.125,-2.875
2226m032,222.68428372739916,-3.25,222.55910987482616,222.80945757997222,-3.375,-3.125
2226m035,222.68428372739916,-3.5,222.55910987482616,222.80945757997222,-3.625,-3.375
2226p000,222.625,0,222.5,222.75,-0.125,0.125
2226p002,222.625,0.25,222.5,222.75,0.125,0.375
2226p005,222.625,0.5,222.5,222.75,0.375,0.625
2226p007,222.625,0.75,222.5,222.75,0.625,0.875
2226p010,222.625,1,222.5,222.75,0.875,1.125
2226p012,222.625,1.25,222.5,222.75,1.125,1.375
2226p015,222.625,1.5,222.5,222.75,1.375,1.625
2226p017,222.625,1.75,222.5,222.75,1.625,1.875
2226p020,222.625,2,222.5,222.75,1.875,2.125
2226p022,222.625,2.25,222.5,222.75,2.125,2.375
2226p025,222.625,2.5,222.5,222.75,2.375,2.625
2226p027,222.625,2.75,222.5,222.75,2.625,2.875
2226p030,222.625,3,222.5,222.75,2.875,3.125
2226p032,222.68428372739916,3.25,222.55910987482616,222.80945757997222,3.125,3.375
2226p035,222.68428372739916,3.5,222.55910987482616,222.80945757997222,3.375,3.625
2228m002,222.875,-0.25,222.75,223,-0.375,-0.125
2228m005,222.875,-0.5,222.75,223,-0.625,-0.375
2228m007,222.875,-0.75,222.75,223,-0.875,-0.625
2228m010,222.875,-1,222.75,223,-1.125,-0.875
2228m012,222.875,-1.25,222.75,223,-1.375,-1.125
2228m015,222.875,-1.5,222.75,223,-1.625,-1.375
2228m017,222.875,-1.75,222.75,223,-1.875,-1.625
2228m020,222.875,-2,222.75,223,-2.125,-1.875
2228m022,222.875,-2.25,222.75,223,-2.375,-2.125
2228m025,222.875,-2.5,222.75,223,-2.625,-2.375
2228m027,222.875,-2.75,222.75,223,-2.875,-2.625
2228m030,222.875,-3,222.75,223,-3.125,-2.875
2228p000,222.875,0,222.75,223,-0.125,0.125
2228p002,222.875,0.25,222.75,223,0.125,0.375
2228p005,222.875,0.5,222.75,223,0.375,0.625
2228p007,222.875,0.75,222.75,223,0.625,0.875
2228p010,222.875,1,222.75,223,0.875,1.125
2228p012,222.875,1.25,222.75,223,1.125,1.375
2228p015,222.875,1.5,222.75,223,1.375,1.625
2228p017,222.875,1.75,222.75,223,1.625,1.875
2228p020,222.875,2,222.75,223,1.875,2.125
2228p022,222.875,2.25,222.75,223,2.125,2.375
2228p025,222.875,2.5,222.75,223,2.375,2.625
2228p027,222.875,2.75,222.75,223,2.625,2.875
2228p030,222.875,3,222.75,223,2.875,3.125
2229m032,222.9346314325452,-3.25,222.8094575799721,223.05980528511827,-3.375,-3.125
2229m035,222.9346314325452,-3.5,222.8094575799721,223.05980528511827,-3.625,-3.375
2229p032,222.9346314325452,3.25,222.8094575799721,223.05980528511827,3.125,3.375
2229p035,222.9346314325452,3.5,222.8094575799721,223.05980528511827,3.375,3.625
2231m002,223.125,-0.25,223,223.25,-0.375,-0.125
2231m005,223.125,-0.5,223,223.25,-0.625,-0.375
2231m007,223.125,-0.75,223,223.25,-0.875,-0.625
2231m010,223.125,-1,223,223.25,-1.125,-0.875
2231m012,223.125,-1.25,223,223.25,-1.375,-1.125
2231m015,223.125,-1.5,223,223.25,-1.625,-1.375
2231m017,223.125,-1.75,223,223.25,-1.875,-1.625
2231m020,223.125,-2,223,223.25,-2.125,-1.875
2231m022,223.125,-2.25,223,223.25,-2.375,-2.125
2231m025,223.125,-2.5,223,223.25,-2.625,-2.375
2231m027,223.125,-2.75,223,223.25,-2.875,-2.625
2231m030,223.125,-3,223,223.25,-3.125,-2.875
2231m032,223.18497913769124,-3.25,223.05980528511827,223.3101529902642,-3.375,-3.125
2231m035,223.18497913769124,-3.5,223.05980528511827,223.3101529902642,-3.625,-3.375
2231p000,223.125,0,223,223.25,-0.125,0.125
2231p002,223.125,0.25,223,223.25,0.125,0.375
2231p005,223.125,0.5,223,223.25,0.375,0.625
2231p007,223.125,0.75,223,223.25,0.625,0.875
2231p010,223.125,1,223,223.25,0.875,1.125
2231p012,223.125,1.25,223,223.25,1.125,1.375
2231p015,223.125,1.5,223,223.25,1.375,1.625
2231p017,223.125,1.75,223,223.25,1.625,1.875
2231p020,223.125,2,223,223.25,1.875,2.125
2231p022,223.125,2.25,223,223.25,2.125,2.375
2231p025,223.125,2.5,223,223.25,2.375,2.625
2231p027,223.125,2.75,223,223.25,2.625,2.875
2231p030,223.125,3,223,223.25,2.875,3.125
2231p032,223.18497913769124,3.25,223.05980528511827,223.3101529902642,3.125,3.375
2231p035,223.18497913769124,3.5,223.05980528511827,223.3101529902642,3.375,3.625
2233m002,223.375,-0.25,223.25,223.5,-0.375,-0.125
2233m005,223.375,-0.5,223.25,223.5,-0.625,-0.375
2233m007,223.375,-0.75,223.25,223.5,-0.875,-0.625
2233m010,223.375,-1,223.25,223.5,-1.125,-0.875
2233m012,223.375,-1.25,223.25,223.5,-1.375,-1.125
2233m015,223.375,-1.5,223.25,223.5,-1.625,-1.375
2233m017,223.375,-1.75,223.25,223.5,-1.875,-1.625
2233m020,223.375,-2,223.25,223.5,-2.125,-1.875
2233m022,223.375,-2.25,223.25,223.5,-2.375,-2.125
2233m025,223.375,-2.5,223.25,223.5,-2.625,-2.375
2233m027,223.375,-2.75,223.25,223.5,-2.875,-2.625
2233m030,223.375,-3,223.25,223.5,-3.125,-2.875
2233p000,223.375,0,223.25,223.5,-0.125,0.125
2233p002,223.375,0.25,223.25,223.5,0.125,0.375
2233p005,223.375,0.5,223.25,223.5,0.375,0.625
2233p007,223.375,0.75,223.25,223.5,0.625,0.875
2233p010,223.375,1,223.25,223.5,0.875,1.125
2233p012,223.375,1.25,223.25,223.5,1.125,1.375
2233p015,223.375,1.5,223.25,223.5,1.375,1.625
2233p017,223.375,1.75,223.25,223.5,1.625,1.875
2233p020,223.375,2,223.25,223.5,1.875,2.125
2233p022,223.375,2.25,223.25,223.5,2.125,2.375
2233p025,223.375,2.5,223.25,223.5,2.375,2.625
2233p027,223.375,2.75,223.25,223.5,2.625,2.875
2233p030,223.375,3,223.25,223.5,2.875,3.125
2234m032,223.43532684283727,-3.25,223.3101529902642,223.56050069541027,-3.375,-3.125
2234m035,223.43532684283727,-3.5,223.3101529902642,223.56050069541027,-3.625,-3.375
2234p032,223.43532684283727,3.25,223.3101529902642,223.56050069541027,3.125,3.375
2234p035,223.43532684283727,3.5,223.3101529902642,223.56050069541027,3.375,3.625
2236m002,223.625,-0.25,223.5,223.75,-0.375,-0.125
2236m005,223.625,-0.5,223.5,223.75,-0.625,-0.375
2236m007,223.625,-0.75,223.5,223.75,-0.875,-0.625
2236m010,223.625,-1,223.5,223.75,-1.125,-0.875
2236m012,223.625,-1.25,223.5,223.75,-1.375,-1.125
2236m015,223.625,-1.5,223.5,223.75,-1.625,-1.375
2236m017,223.625,-1.75,223.5,223.75,-1.875,-1.625
2236m020,223.625,-2,223.5,223.75,-2.125,-1.875
2236m022,223.625,-2.25,223.5,223.75,-2.375,-2.125
2236m025,223.625,-2.5,223.5,223.75,-2.625,-2.375
2236m027,223.625,-2.75,223.5,223.75,-2.875,-2.625
2236m030,223.625,-3,223.5,223.75,-3.125,-2.875
2236m032,223.6856745479833,-3.25,223.56050069541027,223.81084840055632,-3.375,-3.125
2236m035,223.6856745479833,-3.5,223.56050069541027,223.81084840055632,-3.625,-3.375
2236p000,223.625,0,223.5,223.75,-0.125,0.125
2236p002,223.625,0.25,223.5,223.75,0.125,0.375
2236p005,223.625,0.5,223.5,223.75,0.375,0.625
2236p007,223.625,0.75,223.5,223.75,0.625,0.875
2236p010,223.625,1,223.5,223.75,0.875,1.125
2236p012,223.625,1.25,223.5,223.75,1.125,1.375
2236p015,223.625,1.5,223.5,223.75,1.375,1.625
2236p017,223.625,1.75,223.5,223.75,1.625,1.875
2236p020,223.625,2,223.5,223.75,1.875,2.125
2236p022,223.625,2.25,223.5,223.75,2.125,2.375
2236p025,223.625,2.5,223.5,223.75,2.375,2.625
2236p027,223.625,2.75,223.5,223.75,2.625,2.875
2236p030,223.625,3,223.5,223.75,2.875,3.125
2236p032,223.6856745479833,3.25,223.56050069541027,223.81084840055632,3.125,3.375
2236p035,223.6856745479833,3.5,223.56050069541027,223.81084840055632,3.375,3.625
2238m002,223.875,-0.25,223.75,224,-0.375,-0.125
2238m005,223.875,-0.5,223.75,224,-0.625,-0.375
2238m007,223.875,-0.75,223.75,224,-0.875,-0.625
2238m010,223.875,-1,223.75,224,-1.125,-0.875
2238m012,223.875,-1.25,223.75,224,-1.375,-1.125
2238m015,223.875,-1.5,223.75,224,-1.625,-1.375
2238m017,223.875,-1.75,223.75,224,-1.875,-1.625
2238m020,223.875,-2,223.75,224,-2.125,-1.875
2238m022,223.875,-2.25,223.75,224,-2.375,-2.125
2238m025,223.875,-2.5,223.75,224,-2.625,-2.375
2238m027,223.875,-2.75,223.75,224,-2.875,-2.625
2238m030,223.875,-3,223.75,224,-3.125,-2.875
2238p000,223.875,0,223.75,224,-0.125,0.125
2238p002,223.875,0.25,223.75,224,0.125,0.375
2238p005,223.875,0.5,223.75,224,0.375,0.625
2238p007,223.875,0.75,223.75,224,0.625,0.875
2238p010,223.875,1,223.75,224,0.875,1.125
2238p012,223.875,1.25,223.75,224,1.125,1.375
2238p015,223.875,1.5,223.75,224,1.375,1.625
2238p017,223.875,1.75,223.75,224,1.625,1.875
2238p020,223.875,2,223.75,224,1.875,2.125
2238p022,223.875,2.25,223.75,224,2.125,2.375
2238p025,223.875,2.5,223.75,224,2.375,2.625
2238p027,223.875,2.75,223.75,224,2.625,2.875
2238p030,223.875,3,223.75,224,2.875,3.125
2239m032,223.93602225312935,-3.25,223.81084840055632,224.06119610570238,-3.375,-3.125
2239m035,223.93602225312935,-3.5,223.81084840055632,224.06119610570238,-3.625,-3.375
2239p032,223.93602225312935,3.25,223.81084840055632,224.06119610570238,3.125,3.375
2239p035,223.93602225312935,3.5,223.81084840055632,224.06119610570238,3.375,3.625
2241m002,224.125,-0.25,224,224.25,-0.375,-0.125
2241m005,224.125,-0.5,224,224.25,-0.625,-0.375
2241m007,224.125,-0.75,224,224.25,-0.875,-0.625
2241m010,224.125,-1,224,224.25,-1.125,-0.875
2241m012,224.125,-1.25,224,224.25,-1.375,-1.125
2241m015,224.125,-1.5,224,224.25,-1.625,-1.375
2241m017,224.125,-1.75,224,224.25,-1.875,-1.625
2241m020,224.125,-2,224,224.25,-2.125,-1.875
2241m022,224.125,-2.25,224,224.25,-2.375,-2.125
2241m025,224.125,-2.5,224,224.25,-2.625,-2.375
2241m027,224.125,-2.75,224,224.25,-2.875,-2.625
2241m030,224.125,-3,224,224.25,-3.125,-2.875
2241m032,224.18636995827538,-3.25,224.06119610570238,224.31154381084843,-3.375,-3.125
2241m035,224.18636995827538,-3.5,224.06119610570238,224.31154381084843,-3.625,-3.375
2241p000,224.125,0,224,224.25,-0.125,0.125
2241p002,224.125,0.25,224,224.25,0.125,0.375
2241p005,224.125,0.5,224,224.25,0.375,0.625
2241p007,224.125,0.75,224,224.25,0.625,0.875
2241p010,224.125,1,224,224.25,0.875,1.125
2241p012,224.125,1.25,224,224.25,1.125,1.375
2241p015,224.125,1.5,224,224.25,1.375,1.625
2241p017,224.125,1.75,224,224.25,1.625,1.875
2241p020,224.125,2,224,224.25,1.875,2.125
2241p022,224.125,2.25,224,224.25,2.125,2.375
2241p025,224.125,2.5,224,224.25,2.375,2.625
2241p027,224.125,2.75,224,224.25,2.625,2.875
2241p030,224.125,3,224,224.25,2.875,3.125
2241p032,224.18636995827538,3.25,224.06119610570238,224.31154381084843,3.125,3.375
2241p035,224.18636995827538,3.5,224.06119610570238,224.31154381084843,3.375,3.625
2243m002,224.375,-0.25,224.25,224.5,-0.375,-0.125
2243m005,224.375,-0.5,224.25,224.5,-0.625,-0.375
2243m007,224.375,-0.75,224.25,224.5,-0.875,-0.625
2243m010,224.375,-1,224.25,224.5,-1.125,-0.875
2243m012,224.375,-1.25,224.25,224.5,-1.375,-1.125
2243m015,224.375,-1.5,224.25,224.5,-1.625,-1.375
2243m017,224.375,-1.75,224.25,224.5,-1.875,-1.625
2243m020,224.375,-2,224.25,224.5,-2.125,-1.875
2243m022,224.375,-2.25,224.25,224.5,-2.375,-2.125
2243m025,224.375,-2.5,224.25,224.5,-2.625,-2.375
2243m027,224.375,-2.75,224.25,224.5,-2.875,-2.625
2243m030,224.375,-3,224.25,224.5,-3.125,-2.875
2243p000,224.375,0,224.25,224.5,-0.125,0.125
2243p002,224.375,0.25,224.25,224.5,0.125,0.375
2243p005,224.375,0.5,224.25,224.5,0.375,0.625
2243p007,224.375,0.75,224.25,224.5,0.625,0.875
2243p010,224.375,1,224.25,224.5,0.875,1.125
2243p012,224.375,1.25,224.25,224.5,1.125,1.375
2243p015,224.375,1.5,224.25,224.5,1.375,1.625
2243p017,224.375,1.75,224.25,224.5,1.625,1.875
2243p020,224.375,2,224.25,224.5,1.875,2.125
2243p022,224.375,2.25,224.25,224.5,2.125,2.375
2243p025,224.375,2.5,224.25,224.5,2.375,2.625
2243p027,224.375,2.75,224.25,224.5,2.625,2.875
2243p030,224.375,3,224.25,224.5,2.875,3.125
2244m032,224.4367176634214,-3.25,224.31154381084843,224.56189151599438,-3.375,-3.125
2244m035,224.4367176634214,-3.5,224.31154381084843,224.56189151599438,-3.625,-3.375
2244p032,224.4367176634214,3.25,224.31154381084843,224.56189151599438,3.125,3.375
2244p035,224.4367176634214,3.5,224.31154381084843,224.56189151599438,3.375,3.625
2246m002,224.625,-0.25,224.5,224.75,-0.375,-0.125
2246m005,224.625,-0.5,224.5,224.75,-0.625,-0.375
2246m007,224.625,-0.75,224.5,224.75,-0.875,-0.625
2246m010,224.625,-1,224.5,224.75,-1.125,-0.875
2246m012,224.625,-1.25,224.5,224.75,-1.375,-1.125
2246m015,224.625,-1.5,224.5,224.75,-1.625,-1.375
2246m017,224.625,-1.75,224.5,224.75,-1.875,-1.625
2246m020,224.625,-2,224.5,224.75,-2.125,-1.875
2246m022,224.625,-2.25,224.5,224.75,-2.375,-2.125
2246m025,224.625,-2.5,224.5,224.75,-2.625,-2.375
2246m027,224.625,-2.75,224.5,224.75,-2.875,-2.625
2246m030,224.625,-3,224.5,224.75,-3.125,-2.875
2246m032,224.68706536856746,-3.25,224.56189151599438,224.81223922114054,-3.375,-3.125
2246m035,224.68706536856746,-3.5,224.56189151599438,224.81223922114054,-3.625,-3.375
2246p000,224.625,0,224.5,224.75,-0.125,0.125
2246p002,224.625,0.25,224.5,224.75,0.125,0.375
2246p005,224.625,0.5,224.5,224.75,0.375,0.625
2246p007,224.625,0.75,224.5,224.75,0.625,0.875
2246p010,224.625,1,224.5,224.75,0.875,1.125
2246p012,224.625,1.25,224.5,224.75,1.125,1.375
2246p015,224.625,1.5,224.5,224.75,1.375,1.625
2246p017,224.625,1.75,224.5,224.75,1.625,1.875
2246p020,224.625,2,224.5,224.75,1.875,2.125
2246p022,224.625,2.25,224.5,224.75,2.125,2.375
2246p025,224.625,2.5,224.5,224.75,2.375,2.625
2246p027,224.625,2.75,224.5,224.75,2.625,2.875
2246p030,224.625,3,224.5,224.75,2.875,3.125
2246p032,224.68706536856746,3.25,224.56189151599438,224.81223922114054,3.125,3.375
