CATID,RA_OBJ,DEC_OBJ,RA_IFU,DEC_IFU,r_petro,z_spec,z_tonry,M_r,r_e,ellip,PA,Mstar,g_i,SURV_SAMI,BAD_CLASS
"512171",217.93267742,-1.23622118,217.93267742,-1.23622118,18.735,0.03709,0.03791,-20.97,4.47,0.7134,36.089996,10.57,1.22,8,3
"460766",213.7918527,-1.7343013,213.7918527,-1.7343013,16.428,0.04797,0.04887,-20.31,7.1,0.7305,179.95999,9.81,0.62,3,0
"375730",130.47813088,1.33811012,130.47813088,1.33811012,15.916,0.07778,0.07882,-21.93,3.98,0.3954,74.08,10.79,1.1,3,0
"209701",134.52486612,0.14622554,134.52486612,0.14622554,15.229,0.05315,0.05422,-21.74,7.02,0.44,125.14,10.79,1.14,8,0
"106772",217.27625172,0.96418075,217.27625172,0.96418075,17.619,0.03691,0.03773,-18.49,2.37,0.3139,169.8,8.86,0.33,3,0
"610813",181.88736374,0.21551689,181.88736374,0.21551689,18.816,0.04052,0.04175,-17.61,0.87,0.2115,116.049995,8.65,0.49,3,0
"324500",136.20701203,1.82454702,136.20701203,1.82454702,17.011,0.0537,0.05479,-19.95,1.45,0.2735,84.91998,9.58,0.51,3,0
"54895",179.85165558,-0.41096761,179.85165558,-0.41096761,16.677,0.04743,0.04868,-20.14,12.64,0.8805,115.33,10.03,0.97,8,0
"585698",184.141998,-0.20144231,184.141998,-0.20144231,16.072,0.07136,0.07262,-21.57,2.72,0.4253,29.619995,10.68,1.13,3,0
"99038",180.8870101,1.00306675,180.8870101,1.00306675,17.251,0.07853,0.07981,-20.6,2.43,0.3355,12.220001,10.31,1.15,3,0
"422411",130.86483826,2.53693921,130.86483826,2.53693921,19.2,0.02855,0.02953,-16.29,0.83,0.2438,33.04001,8.23,0.63,8,0
"238366",214.13148924,1.6649592,214.13148924,1.6649592,17.894,0.0543,0.05519,-19.13,1.83,0.3502,175.84,9.73,1.13,3,0
"298612",220.8388645,1.34089452,220.8388645,1.34089452,16.618,0.03324,0.034,-19.36,14.02,0.5802,46.679993,9.53,0.71,8,0
"622982",136.2109597,0.7433842,136.2109597,0.7433842,17.146,0.01275,0.01358,-16.67,2.16,0.1703,122.55,8.36,0.58,8,0
"323095",130.25771179,1.57115597,130.25771179,1.57115597,18.54,0.04555,0.04655,-18.96,15.46,0.5737,102.630005,9.78,1.16,3,1
"30468",175.41327757,-1.1586527,175.41327757,-1.1586527,16.711,0.07784,0.07915,-21.21,5.07,0.6469,35.809998,10.75,1.41,3,0
"30361",174.82596412,-1.13482494,174.82596412,-1.13482494,15.036,0.07667,0.07798,-22.78,5.26,0.3236,126.94,11.33,1.36,8,0
"106767",217.22151238,0.99287651,217.22151238,0.99287651,16.738,0.11373,0.11462,-22.05,2.44,0.2329,146.48001,11.0,1.39,4,0
"618947",217.46263822,0.34892349,217.46263822,0.34892349,16.066,0.05592,0.05676,-21.04,2.29,0.2437,178.64,10.59,1.25,8,0
"574691",136.72337239,-0.1297642,136.72337239,-0.1297642,16.54,0.09398,0.09512,-21.9,3.7,0.3428,124.68,10.98,1.36,4,0
"373167",139.73487331,1.25497165,139.73487331,1.25497165,16.286,0.0874,0.08857,-21.84,3.12,0.0811,128.31,10.87,1.28,3,0
"534760",174.94844197,-0.84393942,174.94844197,-0.84393942,15.514,0.05256,0.05384,-21.41,5.07,0.1795,5.029999,10.72,1.23,8,0
"321099",221.19717184,1.62326809,221.19717184,1.62326809,16.876,0.03386,0.03461,-19.12,1.0,0.1733,107.93,9.76,1.14,8,0
"560728",181.46038946,-0.51341687,181.46038946,-0.51341687,16.664,0.07798,0.07926,-21.21,4.48,0.3014,62.729996,10.6,1.23,3,0
"517310",131.73220454,2.40483398,131.73220454,2.40483398,17.473,0.03515,0.03616,-18.57,3.09,0.5622,52.839996,9.26,0.77,8,0
"387554",136.81212347,2.43603721,136.81212347,2.43603721,16.362,0.05121,0.0523,-20.59,3.03,0.168,80.14,10.36,1.19,8,0
"300595",130.13424232,1.19030083,130.13424232,1.19030083,15.443,0.11083,0.1119,-23.4,5.58,0.3485,152.94,11.55,1.4,4,0
"83809",174.299023,0.46632782,174.299023,0.46632782,16.97,0.07644,0.07775,-20.85,2.77,0.4328,92.48,10.45,1.2,3,0
"422807",132.53173096,2.64784967,132.53173096,2.64784967,14.403,0.05877,0.05981,-22.81,6.31,0.2039,29.910004,11.32,1.29,8,1
"91399",211.79976127,0.52020689,211.79976127,0.52020689,16.783,0.083,0.08395,-21.21,2.98,0.1276,170.03,10.63,1.27,3,0
"17385",223.36890876,0.8339946,223.36890876,0.8339946,15.634,0.03487,0.03559,-20.43,3.91,0.1008,75.600006,10.25,1.1,8,0
"290328",185.66578678,1.72885645,185.66578678,1.72885645,16.258,0.0912,0.09246,-22.01,5.73,0.6595,25.459991,10.9,1.23,8,0
"599000",129.71154327,0.34823729,129.71154327,0.34823729,16.072,0.07852,0.07955,-21.81,3.77,0.3437,139.66,10.76,1.11,3,0
"17390",223.30728599,0.65649125,223.30728599,0.65649125,15.929,0.09181,0.09257,-22.33,3.68,0.1676,123.95,11.06,1.28,8,0
"48204",216.1942731,-0.81589363,216.1942731,-0.81589363,17.996,0.03069,0.03153,-17.79,6.2,0.5254,174.98999,8.84,0.62,3,0
"619737",221.21717671,0.36580037,221.21717671,0.36580037,15.242,0.03711,0.03787,-20.95,10.34,0.6545,139.11,10.25,0.83,8,0
"623272",138.03333831,0.78489864,138.03333831,0.78489864,15.564,0.03918,0.04028,-20.7,2.9,0.2959,168.42001,10.25,0.95,8,0
"63073",214.41225786,-0.33772479,214.41225786,-0.33772479,17.951,0.03207,0.03294,-17.88,5.39,0.7327,30.339996,8.93,0.71,3,0
"47558",213.302863,-0.75219055,213.302863,-0.75219055,15.671,0.06979,0.07071,-21.92,4.25,0.0825,48.45999,10.72,0.98,3,0
"106331",215.5132047,0.86205313,215.5132047,0.86205313,16.135,0.03599,0.03684,-19.99,7.04,0.4376,150.73999,9.61,0.51,8,0
"9061",184.82354625,0.82389396,184.82354625,0.82389396,16.993,0.0482,0.04942,-19.75,0.95,0.08,79.889984,9.6,0.62,3,0
"380705",129.66141984,1.6817389,129.66141984,1.6817389,15.84,0.10426,0.10531,-22.79,5.3,0.3261,29.470001,11.05,1.01,4,0
"486140",218.64123232,-1.78810171,218.64123232,-1.78810171,16.604,0.05117,0.05199,-20.21,1.94,0.2458,12.080002,9.87,0.75,3,0
"48016",215.48582778,-0.70085917,215.48582778,-0.70085917,16.726,0.05067,0.05154,-20.12,4.29,0.7108,22.190002,10.28,1.28,8,0
"372599",136.53720829,1.13038699,136.53720829,1.13038699,17.212,0.05241,0.0535,-19.73,2.65,0.7257,62.690002,10.03,1.2,8,0
"486164",218.74283004,-1.76154033,218.74283004,-1.76154033,16.12,0.05162,0.05244,-20.81,3.2,0.3334,8.5,10.43,1.15,8,0
"208666",129.7595837,0.09025245,129.7595837,0.09025245,18.092,0.05053,0.05154,-18.73,1.51,0.6215,80.75,9.49,1.03,3,0
"144178",179.18978176,-1.29334088,179.18978176,-1.29334088,14.993,0.01925,0.02112,-19.88,9.91,0.6212,122.009995,9.73,0.69,8,0
"548784",129.16319031,-0.42485141,129.16319031,-0.42485141,18.405,0.04043,0.04142,-17.92,2.44,0.7242,117.58,8.62,0.32,3,0
"99795",184.2328058,0.91977084,184.2328058,0.91977084,17.194,0.02878,0.02998,-18.38,3.31,0.0502,98.94,8.95,0.47,8,0
"508363",216.86162064,-1.62844406,216.86162064,-1.62844406,17.007,0.08866,0.08954,-21.1,2.98,0.7108,111.57,10.35,0.97,3,0
"176868",174.43653426,-1.91050007,174.43653426,-1.91050007,18.41,0.01935,0.02118,-16.43,1.26,0.2838,133.45,8.49,0.85,8,0
"54358",177.71324593,-0.40766177,177.71324593,-0.40766177,16.783,0.01934,0.02118,-18.0,4.1,0.5313,176.65,8.97,0.69,8,0
"62435",212.84806572,-0.30050955,212.84806572,-0.30050955,16.77,0.02599,0.02689,-18.54,2.95,0.1819,40.64,9.0,0.46,8,0
"551656",140.93663605,-0.51795001,140.93663605,-0.51795001,15.954,0.05616,0.05731,-21.12,5.18,0.3957,23.600006,10.5,1.1,8,0
"584013",177.87897771,-0.0777587,177.87897771,-0.0777587,15.37,0.0477,0.04896,-21.37,3.59,0.2946,5.0999985,10.46,0.9,8,0
"600419",135.47755583,0.24539974,135.47755583,0.24539974,16.675,0.0532,0.05428,-20.35,4.09,0.1012,98.42,9.88,0.69,3,0
"618188",214.58718001,0.23556073,214.58718001,0.23556073,18.174,0.05438,0.05526,-18.86,2.12,0.6926,101.69,9.6,1.09,3,0
"177297",176.28065436,-1.86604212,176.28065436,-1.86604212,17.769,0.02497,0.02629,-17.5,1.44,0.0225,53.0,9.0,0.97,8,0
"209876",135.5505184,0.18119752,135.5505184,0.18119752,17.679,0.05421,0.0553,-19.31,1.96,0.3132,144.24,9.42,0.63,3,0
"98570",178.68811272,1.03707401,178.68811272,1.03707401,19.489,0.03115,0.03238,-16.27,1.05,0.0663,113.04,9.01,1.75,8,6
"402238",174.19762387,1.88320599,174.19762387,1.88320599,18.311,0.07348,0.07478,-20.2,5.88,0.6267,38.369995,10.76,2.01,3,1
"70389",179.62314458,0.02510868,179.62314458,0.02510868,18.999,0.10842,0.10975,-23.35,3.43,0.3378,43.100006,12.04,2.76,4,0
"85019",180.49063782,0.61337406,180.49063782,0.61337406,16.28,0.0786,0.07988,-21.58,3.75,0.8056,79.52002,10.79,1.28,3,1
"593973",218.7131148,-0.17869445,218.7131148,-0.17869445,18.269,0.04948,0.05029,-18.54,2.62,0.7361,28.960007,9.44,1.04,3,0
"346075",132.27562259,2.01423939,132.27562259,2.01423939,15.729,0.02763,0.0286,-21.83,22.42,0.7461,147.75,10.24,0.33,8,1
"85865",184.4465446,0.59752577,184.4465446,0.59752577,17.058,0.08248,0.08375,-20.95,5.72,0.7877,82.51001,10.66,1.44,3,0
"517130",130.90756441,2.51521928,130.90756441,2.51521928,19.428,0.02617,0.02706,,1.4,0.4211,116.05,8.28,0.82,8,0
"585581",183.40662026,-0.16366186,183.40662026,-0.16366186,19.745,0.04159,0.04282,-16.74,1.79,0.6965,111.06999,9.22,1.88,8,6
"419339",139.76539499,2.7560636,139.76539499,2.7560636,16.868,0.05341,0.05453,-20.1,4.81,0.415,66.65001,9.79,0.7,3,0
"691143",183.00299159,-0.76756607,183.00299159,-0.76756607,18.927,0.07189,0.07316,-20.91,5.74,0.8653,6.550003,10.58,1.32,3,0
"508188",216.20790485,-1.67718232,216.20790485,-1.67718232,17.147,0.05643,0.05729,-19.93,3.36,0.3785,149.12,9.61,0.57,3,0
"558887",174.37404378,-0.47339514,174.37404378,-0.47339514,17.618,0.02861,0.02986,-18.0,3.6,0.4045,28.229996,8.83,0.53,8,0
"619191",218.47451594,0.41369085,218.47451594,0.41369085,18.462,0.03594,0.03674,-17.64,4.18,0.6856,105.09,8.71,0.56,3,0
"64090",218.10622788,-0.35362226,218.10622788,-0.35362226,16.938,0.08832,0.08917,-21.18,3.84,0.1405,38.240005,10.39,0.97,3,0
"372541",136.23502651,1.16316166,136.23502651,1.16316166,17.369,0.02715,0.02816,-18.09,3.81,0.4769,111.28999,8.86,0.51,8,0
"16534",219.13221965,0.66138171,219.13221965,0.66138171,18.077,0.05672,0.05753,-19.07,2.92,0.216,172.83,9.54,0.93,3,0
"546074",222.96548342,-0.95542302,222.96548342,-0.95542302,18.699,0.04339,0.04412,-17.82,1.63,0.5179,133.53,8.64,0.38,3,0
"78406",216.9871444,0.02258596,216.9871444,0.02258596,17.13,0.02382,0.02469,-18.08,5.92,0.1499,29.019989,8.99,0.67,8,0
"543462",211.57363301,-1.01661146,211.57363301,-1.01661146,17.501,0.05488,0.05582,-19.48,2.83,0.1448,120.02,9.62,0.8,3,0
"372745",137.48376208,1.10459046,137.48376208,1.10459046,17.101,0.09311,0.09426,-21.19,2.32,0.4896,175.16,10.38,0.97,3,0
"93824",222.48721163,0.57274594,222.48721163,0.57274594,18.99,0.03992,0.04066,-17.92,3.37,0.3506,93.829994,8.91,0.67,3,0
"324963",138.03057081,1.9120471,138.03057081,1.9120471,16.233,0.0589,0.06001,-20.97,4.68,0.1552,71.16,10.34,0.96,3,0
"184283",175.81111707,-1.56068203,175.81111707,-1.56068203,18.819,0.04321,0.04448,-17.65,2.12,0.5473,122.56,8.79,0.65,3,0
"298761",221.63018426,1.27475725,221.63018426,1.27475725,13.401,0.02749,0.02821,-22.27,10.68,0.306,10.720001,11.1,1.21,8,0
"231962",185.93860055,1.89012015,185.93860055,1.89012015,16.52,0.0765,0.07774,-21.27,1.6,0.3444,55.930008,10.62,1.22,3,0
"39474",177.10337928,-0.81404659,177.10337928,-0.81404659,16.594,0.07816,0.07946,-21.37,7.85,0.7737,160.51001,10.72,1.28,3,0
"601625",140.92482586,0.32468148,140.92482586,0.32468148,15.963,0.07346,0.07463,-21.8,5.32,0.1687,20.519989,10.86,1.25,3,0
"422900",132.87570353,2.73276033,132.87570353,2.73276033,14.976,0.02799,0.02898,-20.58,8.88,0.2711,63.660004,10.29,1.04,8,1
"209681",134.4979663,0.17119189,134.4979663,0.17119189,16.672,0.0535,0.05457,-20.51,1.63,0.2597,16.830002,10.17,0.98,8,0
"84863",179.96745819,0.61817354,179.96745819,0.61817354,17.655,0.10603,0.10735,-22.78,2.09,0.5575,4.2300034,11.57,1.66,4,1
"301599",134.49178662,1.19852465,134.49178662,1.19852465,15.822,0.07309,0.07418,-21.91,3.73,0.1141,33.98999,10.94,1.3,8,0
"622476",133.64846172,0.64088114,133.64846172,0.64088114,16.984,0.10312,0.10423,-22.0,4.11,0.4721,74.5,11.0,1.4,4,0
"508004",215.429487,-1.67803649,215.429487,-1.67803649,16.717,0.10216,0.10308,-22.65,2.83,0.0205,35.820007,11.25,1.38,4,0
"287692",174.50646892,1.70248176,174.50646892,1.70248176,15.124,0.07382,0.07512,-22.83,9.04,0.034,30.589996,11.36,1.32,8,0
"619066",217.86379525,0.25512835,217.86379525,0.25512835,15.38,0.0545,0.05533,-21.69,7.72,0.2931,111.55,10.83,1.22,8,0
"272424",179.29330091,1.34598269,179.29330091,1.34598269,18.492,0.03632,0.03756,-17.76,11.01,0.375,29.620003,8.82,0.63,3,0
"693088",215.5922049,-0.38331791,215.5922049,-0.38331791,18.63,0.00522,0.00648,,,,,8.79,0.53,8,4
"944933",178.44418386,1.19294036,178.44418386,1.19294036,20.389,0.07059,0.07187,,,,,10.4,0.7,3,3
"595027",223.1331309,-0.16634394,223.1331309,-0.16634394,16.498,0.04247,0.0432,-19.97,7.16,0.794,115.909996,9.88,0.86,8,0
"62954",213.87221642,-0.25669488,213.87221642,-0.25669488,18.61,0.02577,0.02665,-16.89,3.58,0.6429,128.18,8.23,0.32,8,0
"49363",220.73597626,-0.81084187,220.73597626,-0.81084187,17.23,0.04499,0.04576,-19.32,3.23,0.1691,9.389999,9.41,0.59,3,0
"517594",132.99774725,2.54344202,132.99774725,2.54344202,17.327,0.02851,0.02952,-18.22,3.89,0.7477,88.390015,8.97,0.58,8,0
"209708",134.61898748,0.08804292,134.61898748,0.08804292,18.532,0.02845,0.02948,-17.48,4.17,0.7216,171.72,8.66,0.57,8,0
"49730",222.29648223,-0.70189092,222.29648223,-0.70189092,16.836,0.04347,0.04422,-19.63,2.43,0.0138,82.76001,9.51,0.58,8,0
"251110",217.24322975,1.95141964,217.24322975,1.95141964,16.445,0.03389,0.03471,-19.66,6.59,0.7282,162.53,9.47,0.5,8,0
"85807",184.08645965,0.43078359,184.08645965,0.43078359,16.66,0.08249,0.08376,-21.31,1.89,0.3986,2.5,10.31,0.76,3,0
"299058",223.19170431,1.29192586,223.19170431,1.29192586,18.344,0.04375,0.04447,-18.16,0.68,0.4245,47.20999,8.89,0.53,3,0
"558996",175.10386626,-0.50242396,175.10386626,-0.50242396,17.176,0.09342,0.09475,-21.09,4.32,0.795,71.609985,10.46,1.13,3,0
"36894",211.94482084,-1.04996957,211.94482084,-1.04996957,17.392,0.026,0.02691,-17.93,7.05,0.8246,120.7,8.84,0.56,8,0
"618921",217.39692549,0.25319352,217.39692549,0.25319352,18.108,0.10174,0.10261,-22.25,3.42,0.3733,64.2,11.25,1.27,4,1
"321344",222.77788599,1.60352183,222.77788599,1.60352183,17.517,0.04416,0.04489,-19.09,3.87,0.482,30.36,9.35,0.65,8,0
"23148",180.49315302,1.08752973,180.49315302,1.08752973,17.322,0.08507,0.08636,-20.69,2.84,0.32,175.7,10.35,1.17,3,0
"573756",129.98087125,-0.18774618,129.98087125,-0.18774618,18.133,0.02437,0.02518,-16.95,7.4,0.8345,146.04,8.55,0.68,8,0
"239424",217.72488288,1.61239724,217.72488288,1.61239724,17.858,0.03349,0.0343,-18.05,4.02,0.8153,28.369995,8.88,0.57,3,0
"228124",216.17929722,1.20524616,216.17929722,1.20524616,17.016,0.03799,0.03883,-19.16,5.17,0.0711,52.17,9.33,0.57,8,0
"77707",214.32981124,0.05099897,214.32981124,0.05099897,16.996,0.05287,0.05376,-19.94,3.77,0.3737,34.76999,9.76,0.75,3,0
"296593",212.48175832,1.47678175,212.48175832,1.47678175,15.13,0.04635,0.04726,-21.58,5.28,0.1719,135.83,10.43,0.75,8,0
"550389",135.50416641,-0.5645536,135.50416641,-0.5645536,16.98,0.08878,0.0899,-21.34,3.11,0.2143,1.2200012,10.58,1.07,3,1
"238399",214.27078113,1.70705621,214.27078113,1.70705621,17.745,0.0525,0.05338,-19.11,3.13,0.7015,71.0,9.42,0.73,3,1
"622588",133.90545542,0.74195958,133.90545542,0.74195958,18.599,0.02867,0.0297,-17.14,3.55,0.5613,66.06,8.31,0.29,8,0
"386651",133.31942708,2.24300988,133.31942708,2.24300988,17.255,0.03474,0.03577,-18.68,7.9,0.679,146.94,9.03,0.45,8,0
"229369",222.10268756,1.03927113,222.10268756,1.03927113,18.145,0.02654,0.02725,-17.23,5.04,0.2897,18.600006,8.54,0.55,8,0
"296899",213.95198173,1.39134279,213.95198173,1.39134279,18.097,0.05221,0.0531,-18.82,1.41,0.6489,47.960007,9.54,1.04,3,0
"77373",212.98003351,0.07655211,212.98003351,0.07655211,17.979,0.03951,0.04041,-18.41,5.5,0.4991,3.880005,9.0,0.53,8,0
"522127",132.68137454,2.9278422,132.68137454,2.9278422,18.84,0.02789,0.02887,-16.82,2.98,0.5001,40.58,8.42,0.6,8,0
"184237",175.73812048,-1.53912642,175.73812048,-1.53912642,17.795,0.04337,0.04464,-18.71,4.01,0.7787,143.42,9.42,0.91,8,0
"47243",211.90713752,-0.80673361,211.90713752,-0.80673361,17.35,0.05322,0.05415,-19.61,2.49,0.5203,50.660004,9.89,1.08,3,0
"622534",133.76179264,0.76103057,133.76179264,0.76103057,17.833,0.04135,0.0424,-18.53,4.12,0.642,120.03,9.09,0.6,8,0
"505575",220.3612362,-1.95805491,220.3612362,-1.95805491,18.154,0.04102,0.0418,-18.24,5.35,0.475,19.149994,8.86,0.47,3,0
"77226",212.37280091,0.14367008,212.37280091,0.14367008,16.583,0.05411,0.05503,-20.43,3.69,0.4243,73.869995,10.32,1.21,8,0
"40197",180.03405742,-0.66341702,180.03405742,-0.66341702,16.041,0.02054,0.02223,-18.92,4.12,0.5339,2.4100037,9.63,1.04,8,0
"463367",212.69763014,-1.31421459,212.69763014,-1.31421459,15.708,0.0545,0.05542,-21.37,6.39,0.5125,162.28,10.4,0.83,8,0
"402414",175.02731635,1.91569442,175.02731635,1.91569442,17.304,0.04563,0.04689,-19.38,5.08,0.8111,106.630005,9.52,0.7,3,0
"594906",222.36207929,-0.16420126,222.36207929,-0.16420126,16.394,0.04096,0.0417,-19.98,1.86,0.3057,36.79001,9.77,0.71,8,0
"323855",133.41969201,1.56350665,133.41969201,1.56350665,15.007,0.04101,0.04205,-21.4,7.05,0.2075,83.66,10.47,0.88,8,0
"214182",129.00224228,0.6229864,129.00224228,0.6229864,15.056,0.01281,0.0133,-18.86,15.97,0.747,87.47,9.53,0.93,8,0
"84910",180.1512719,0.46737446,180.1512719,0.46737446,18.874,0.02583,0.02709,-16.45,2.61,0.422,169.18,8.25,0.55,8,0
"561195",183.23198451,-0.59975122,183.23198451,-0.59975122,17.173,0.07507,0.07634,-20.57,3.8,0.778,10.160004,10.34,1.2,3,0
"551617",140.77397161,-0.59706181,140.77397161,-0.59706181,16.888,0.05652,0.05767,-20.23,4.99,0.694,51.64,9.97,0.86,3,0
"492230",215.4417679,-1.3876286,215.4417679,-1.3876286,17.472,0.05509,0.05597,-19.54,3.28,0.3701,64.100006,9.42,0.53,3,0
"227962",215.50453579,1.19730715,215.50453579,1.19730715,16.706,0.05497,0.05584,-20.3,2.02,0.1675,61.240005,9.89,0.74,3,0
"39594",177.62260606,-0.77124193,177.62260606,-0.77124193,16.804,0.02681,0.02806,-18.75,6.2,0.8158,113.4,9.3,0.72,8,0
"549180",130.6671153,-0.56315641,130.6671153,-0.56315641,14.353,0.0305,0.0315,-21.4,10.17,0.3073,23.309998,10.47,0.87,8,0
"324179",134.76492252,1.62823855,134.76492252,1.62823855,16.493,0.03363,0.03468,-19.41,2.12,0.5744,4.0400085,9.08,0.14,8,0
"545306",218.90786507,-1.02942212,218.90786507,-1.02942212,16.256,0.03839,0.03919,-19.97,4.71,0.1873,3.6899948,9.79,0.75,8,0
"388603",140.78384409,2.4860729,140.78384409,2.4860729,14.644,0.01735,0.01829,-19.9,14.29,0.1166,122.06,9.8,0.76,8,0
"290052",184.40673432,1.76327869,184.40673432,1.76327869,18.482,0.02569,0.02694,-16.81,3.74,0.1389,33.75,8.35,0.52,8,0
"220602",182.3069016,1.6067983,182.3069016,1.6067983,16.874,0.04871,0.04995,-19.85,3.66,0.4856,144.45,9.58,0.56,3,0
"69983",177.79220918,0.11444055,177.79220918,0.11444055,16.722,0.04688,0.04814,-19.93,3.81,0.5256,56.0,9.77,0.75,3,0
"77615",213.93438568,0.10942796,213.93438568,0.10942796,17.972,0.03865,0.03953,-18.17,3.33,0.5383,30.25,9.0,0.66,3,0
"569138",217.78599159,-0.42521534,217.78599159,-0.42521534,17.09,0.09255,0.09341,-21.2,2.81,0.6275,22.86,10.48,1.07,3,0
"298511",220.11622856,1.28640772,220.11622856,1.28640772,16.851,0.0783,0.0791,-21.04,4.0,0.4355,179.56,10.35,0.96,3,0
"137155",177.21879162,-1.8438994,177.21879162,-1.8438994,18.991,0.0283,0.02954,-17.03,5.76,0.2156,72.23999,8.39,0.47,8,0
"37009",214.4658211,-1.08182757,214.4658211,-1.08182757,18.277,0.08205,0.08296,-20.27,1.51,0.765,58.17,10.72,1.64,3,1
"85812",184.15921854,0.54507844,184.15921854,0.54507844,17.017,0.0787,0.07996,-20.85,4.62,0.803,16.190002,10.42,1.17,3,0
"238211",213.63597383,1.73160035,213.63597383,1.73160035,14.843,0.05307,0.05396,-22.1,3.34,0.0702,45.370003,11.04,1.29,8,0
"319754",215.63584328,1.7673721,215.63584328,1.7673721,17.104,0.11098,0.11189,-21.63,2.95,0.736,69.70001,10.94,1.53,4,0
"70142",178.70021583,0.03175037,178.70021583,0.03175037,16.254,0.10641,0.10774,-22.35,5.05,0.4932,75.29999,11.18,1.45,4,0
"144326",179.68287977,-1.31727003,179.68287977,-1.31727003,16.257,0.10719,0.10852,-22.42,2.82,0.3911,127.14,11.12,1.32,4,0
"214272",129.577697,0.52156868,129.577697,0.52156868,16.598,0.07453,0.07556,-21.16,3.14,0.4181,39.310005,10.68,1.34,3,6
"84982",180.35650413,0.54534904,180.35650413,0.54534904,16.245,0.07772,0.079,-21.65,2.92,0.1291,55.829987,10.85,1.31,3,0
"491454",211.71472572,-1.54076068,211.71472572,-1.54076068,13.958,0.02952,0.03043,-21.79,8.6,0.1352,174.04999,10.85,1.15,8,0
"22494",177.83799048,1.07341443,177.83799048,1.07341443,16.377,0.10583,0.10716,-22.19,6.85,0.5597,76.67999,10.93,1.19,4,0
"318830",212.72824835,1.8707237,212.72824835,1.8707237,16.492,0.08504,0.08598,-21.71,1.86,0.6719,93.95,10.85,1.3,3,0
"323854",133.40525485,1.71767566,133.40525485,1.71767566,15.593,0.05832,0.05938,-21.62,4.19,0.4848,58.0,10.71,1.11,8,0
"570110",222.03274125,-0.45994644,222.03274125,-0.45994644,19.431,0.02813,0.02885,,1.12,0.4682,34.829994,8.42,0.61,8,0
"271455",174.3861515,1.2808676,174.3861515,1.2808676,16.144,0.07644,0.07774,-21.79,5.48,0.6843,11.290009,10.97,1.4,8,0
"544428",215.53062009,-0.98761488,215.53062009,-0.98761488,15.731,0.10152,0.10243,-22.81,4.47,0.1803,157.32,11.29,1.35,4,0
"561691",184.54228014,-0.54941729,184.54228014,-0.54941729,17.077,0.08066,0.08193,-20.89,1.74,0.2398,115.94,10.47,1.24,3,0
"204490",138.39181624,-0.25265533,138.39181624,-0.25265533,15.881,0.07023,0.07137,-21.98,2.45,0.3755,133.32999,10.93,1.24,8,0
"198277",138.77628644,-0.71839662,138.77628644,-0.71839662,15.163,0.05393,0.05506,-22.39,16.37,0.147,7.5399933,10.87,0.91,8,0
"272964",181.50235594,1.42762364,181.50235594,1.42762364,17.364,0.07804,0.07932,-20.54,1.5,0.4614,30.619995,10.34,1.24,3,0
"79748",222.89799717,0.09788839,222.89799717,0.09788839,16.756,0.06406,0.06481,-20.69,2.93,0.2269,178.37,10.36,1.15,3,0
"521433",129.49247653,2.69915123,129.49247653,2.69915123,16.607,0.11088,0.11193,-22.14,2.91,0.371,67.020004,11.0,1.33,4,0
"380980",130.83396811,1.8171518,130.83396811,1.8171518,19.564,0.03748,0.03848,,1.13,0.1429,118.520004,9.19,2.38,8,6
"537365",184.99110773,-0.85600995,184.99110773,-0.85600995,15.704,0.03993,0.04115,-20.67,2.42,0.6637,174.76001,10.43,1.21,8,0
"419548",140.46724647,2.74929469,140.46724647,2.74929469,16.782,0.08425,0.08541,-21.31,2.22,0.3501,27.100006,10.7,1.32,3,0
"22582",178.191957,1.19481093,178.191957,1.19481093,15.646,0.07781,0.0791,-22.26,3.73,0.1927,134.31,11.06,1.28,8,0
"77345",213.0632068,0.05384782,213.0632068,0.05384782,17.071,0.05391,0.05482,-20.0,1.38,0.2854,23.270004,10.15,1.21,8,0
"610120",178.79706283,0.34062762,178.79706283,0.34062762,16.943,0.08082,0.08212,-21.07,1.19,0.3348,117.759995,10.55,1.25,3,0
"288877",180.49645765,1.68911469,180.49645765,1.68911469,16.561,0.07815,0.07943,-21.36,2.65,0.4978,85.380005,10.79,1.38,3,0
"594053",218.99785448,-0.12303721,218.99785448,-0.12303721,16.045,0.05599,0.0568,-21.17,2.24,0.1719,55.83,10.54,1.14,8,0
